id,season,city,venue,team1,team2,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match
530,2016,BRSABV,BRSABV Ekana Cricket Stadium,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,bat,Sunrisers Hyderabad,0,9,B Kumar
531,2016,M,M Chinnaswamy Stadium,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,9,SL Malinga
532,2016,Narendra,Narendra Modi Stadium,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,0,7,RR Pant
533,2016,Wankhede,Wankhede Stadium,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Mumbai Indians,0,9,DJ Bravo
534,2016,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,0,4,CH Gayle
535,2016,Narendra,Narendra Modi Stadium,Rajasthan Royals,Gujarat Titans,Gujarat Titans,bat,Rajasthan Royals,50,0,SR Watson
536,2016,MA,MA Chidambaram Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,0,5,CH Gayle
537,2016,MA,MA Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Chennai Super Kings,0,8,CH Gayle
538,2016,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Sunrisers Hyderabad,24,0,SR Watson
539,2016,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,Royal Challengers Bangalore,2,0,AT Rayudu
540,2016,Arun,Arun Jaitley Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,0,1,SP Narine
541,2016,Wankhede,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,70,0,CH Gayle
542,2016,Arun,Arun Jaitley Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Delhi Capitals,50,0,R Ashwin
543,2016,Eden,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders,67,0,G Gambhir
544,2016,Arun,Arun Jaitley Stadium,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Sunrisers Hyderabad,71,0,SL Malinga
545,2016,Eden,Eden Gardens,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Kolkata Knight Riders,15,0,AT Rayudu
546,2016,M,M Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore,0,4,PP Chawla
547,2016,M,M Chinnaswamy Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,21,0,JJ Bumrah
548,2016,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,Lucknow Super Giants,69,0,SL Malinga
549,2016,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Sunrisers Hyderabad,0,4,AM Rahane
550,2016,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,0,9,CH Gayle
551,2016,M,M Chinnaswamy Stadium,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,0,5,DJ Bravo
552,2016,Punjab,Punjab Cricket Association Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,Punjab Kings,0,8,R Ashwin
553,2016,Wankhede,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Mumbai Indians,42,0,CH Gayle
554,2016,Narendra,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,Punjab Kings,bat,Punjab Kings,0,7,AB de Villiers
555,2016,Narendra,Narendra Modi Stadium,Gujarat Titans,Chennai Super Kings,Gujarat Titans,bat,Chennai Super Kings,23,0,AB de Villiers
556,2016,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Punjab Kings,0,8,AM Rahane
557,2016,Eden,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Chennai Super Kings,63,0,HH Pandya
558,2016,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,79,0,R Ashwin
559,2016,MA,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,Delhi Capitals,13,0,CH Gayle
560,2016,Eden,Eden Gardens,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,Kolkata Knight Riders,72,0,DJ Bravo
561,2016,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,Sunrisers Hyderabad,0,2,Harbhajan Singh
562,2016,Narendra,Narendra Modi Stadium,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,Rajasthan Royals,0,6,Rashid Khan
563,2016,Sawai,Sawai Mansingh Stadium,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,0,4,DJ Bravo
564,2016,Arun,Arun Jaitley Stadium,Gujarat Titans,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,0,7,RR Pant
565,2016,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,0,1,CH Gayle
566,2016,Wankhede,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,13,0,AM Rahane
567,2016,BRSABV,BRSABV Ekana Cricket Stadium,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,Royal Challengers Bangalore,30,0,DA Warner
568,2016,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,field,Rajasthan Royals,0,8,SP Narine
569,2016,MA,MA Chidambaram Stadium,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Lucknow Super Giants,0,2,AM Rahane
570,2016,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Lucknow Super Giants,78,0,RG Sharma
571,2016,Arun,Arun Jaitley Stadium,Delhi Capitals,Gujarat Titans,Delhi Capitals,bat,Delhi Capitals,42,0,RG Sharma
572,2016,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Rajasthan Royals,0,7,AT Rayudu
573,2016,MA,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Chennai Super Kings,0,2,DJ Bravo
574,2016,BRSABV,BRSABV Ekana Cricket Stadium,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,0,7,KL Rahul
575,2016,Arun,Arun Jaitley Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,15,0,AM Rahane
576,2016,Eden,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,Sunrisers Hyderabad,40,0,A Mishra
577,2016,M,M Chinnaswamy Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Punjab Kings,26,0,DJ Bravo
578,2016,MA,MA Chidambaram Stadium,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,field,Chennai Super Kings,37,0,B Kumar
579,2017,Punjab,Punjab Cricket Association Stadium,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Delhi Capitals,69,0,Harbhajan Singh
580,2017,Arun,Arun Jaitley Stadium,Gujarat Titans,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,3,0,SR Watson
581,2017,Wankhede,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Royal Challengers Bangalore,0,1,DA Warner
582,2017,Arun,Arun Jaitley Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,38,0,G Gambhir
583,2017,MA,MA Chidambaram Stadium,Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,Chennai Super Kings,24,0,Harbhajan Singh
584,2017,Wankhede,Wankhede Stadium,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,0,6,R Ashwin
585,2017,Wankhede,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Mumbai Indians,0,5,HH Pandya
586,2017,Arun,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,72,0,MS Dhoni
587,2017,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,9,KL Rahul
588,2017,M,M Chinnaswamy Stadium,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,0,8,YS Chahal
589,2017,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,field,Gujarat Titans,0,9,DJ Bravo
590,2017,BRSABV,BRSABV Ekana Cricket Stadium,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,bat,Royal Challengers Bangalore,24,0,R Ashwin
591,2017,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,8,DJ Bravo
592,2017,Eden,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,0,4,JJ Bumrah
593,2017,Wankhede,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,3,SK Raina
594,2017,Punjab,Punjab Cricket Association Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,29,0,DJ Bravo
595,2017,Arun,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Mumbai Indians,27,0,KA Pollard
596,2017,Punjab,Punjab Cricket Association Stadium,Lucknow Super Giants,Punjab Kings,Punjab Kings,bat,Punjab Kings,55,0,A Mishra
597,2017,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad,67,0,KA Pollard
598,2017,Eden,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,72,0,CH Gayle
599,2017,Punjab,Punjab Cricket Association Stadium,Delhi Capitals,Punjab Kings,Delhi Capitals,field,Punjab Kings,0,8,RR Pant
600,2017,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,bat,Mumbai Indians,0,2,DJ Bravo
601,2017,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,bat,Lucknow Super Giants,0,8,KA Pollard
602,2017,Eden,Eden Gardens,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,bat,Lucknow Super Giants,0,3,AB de Villiers
603,2017,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,Sunrisers Hyderabad,0,9,Harbhajan Singh
604,2017,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,21,0,DJ Bravo
605,2017,Sawai,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,0,5,M Shami
606,2017,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,0,1,Rashid Khan
607,2017,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Gujarat Titans,Punjab Kings,field,Punjab Kings,0,4,KA Pollard
608,2017,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,Punjab Kings,32,0,RG Sharma
609,2017,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,field,Royal Challengers Bangalore,19,0,AT Rayudu
610,2017,MA,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Chennai Super Kings,21,0,KA Pollard
611,2017,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Lucknow Super Giants,0,6,SP Narine
612,2017,MA,MA Chidambaram Stadium,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,16,0,DJ Bravo
613,2017,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Gujarat Titans,14,0,R Ashwin
614,2017,Arun,Arun Jaitley Stadium,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,0,5,A Mishra
615,2017,Punjab,Punjab Cricket Association Stadium,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,field,Punjab Kings,79,0,CH Gayle
616,2017,Wankhede,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,27,0,RG Sharma
617,2017,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,bat,Sunrisers Hyderabad,37,0,RR Pant
618,2017,Narendra,Narendra Modi Stadium,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,43,0,R Ashwin
619,2017,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,bat,Lucknow Super Giants,0,8,YS Chahal
620,2017,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,Punjab Kings,0,8,SP Narine
621,2017,Arun,Arun Jaitley Stadium,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,27,0,DA Warner
622,2017,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,9,SK Raina
623,2017,MA,MA Chidambaram Stadium,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,0,1,DA Warner
624,2017,Eden,Eden Gardens,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,0,4,AB de Villiers
625,2017,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,0,9,M Shami
626,2017,Narendra,Narendra Modi Stadium,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,9,MS Dhoni
627,2017,MA,MA Chidambaram Stadium,Chennai Super Kings,Gujarat Titans,Gujarat Titans,bat,Chennai Super Kings,59,0,V Kohli
628,2017,Arun,Arun Jaitley Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Delhi Capitals,14,0,PP Chawla
629,2017,Eden,Eden Gardens,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,0,5,JJ Bumrah
630,2017,MA,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,2,0,Harbhajan Singh
631,2017,Narendra,Narendra Modi Stadium,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,4,RR Pant
632,2017,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,Lucknow Super Giants,61,0,G Gambhir
633,2017,MA,MA Chidambaram Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,0,6,SP Narine
634,2017,Eden,Eden Gardens,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,Gujarat Titans,0,3,AB de Villiers
635,2017,Arun,Arun Jaitley Stadium,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,19,0,G Gambhir
636,2017,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,9,0,AM Rahane
637,2018,M,M Chinnaswamy Stadium,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,66,0,SP Narine
638,2018,MA,MA Chidambaram Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,7,A Mishra
639,2018,Eden,Eden Gardens,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,Gujarat Titans,0,2,SP Narine
640,2018,Sawai,Sawai Mansingh Stadium,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,bat,Rajasthan Royals,0,9,JJ Bumrah
641,2018,MA,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Chennai Super Kings,0,6,SK Raina
642,2018,Arun,Arun Jaitley Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,0,6,DA Warner
643,2018,Eden,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,58,0,A Mishra
644,2018,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,Lucknow Super Giants,0,5,B Kumar
645,2018,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,0,3,AM Rahane
646,2018,Narendra,Narendra Modi Stadium,Gujarat Titans,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,0,2,KL Rahul
647,2018,BRSABV,BRSABV Ekana Cricket Stadium,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,bat,Lucknow Super Giants,0,7,JJ Bumrah
648,2018,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,Royal Challengers Bangalore,0,6,RR Pant
649,2018,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,Royal Challengers Bangalore,19,0,MS Dhoni
650,2018,M,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,3,Harbhajan Singh
651,2018,Sawai,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,Punjab Kings,0,1,B Kumar
652,2018,Arun,Arun Jaitley Stadium,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Delhi Capitals,0,1,B Kumar
653,2018,MA,MA Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,19,0,DJ Bravo
654,2018,MA,MA Chidambaram Stadium,Chennai Super Kings,Gujarat Titans,Gujarat Titans,bat,Chennai Super Kings,70,0,M Shami
655,2018,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,field,Sunrisers Hyderabad,0,6,HH Pandya
656,2018,Arun,Arun Jaitley Stadium,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,Delhi Capitals,0,5,PP Chawla
657,2018,Wankhede,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,37,0,MS Dhoni
658,2018,MA,MA Chidambaram Stadium,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,0,5,R Ashwin
659,2018,MA,MA Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,0,3,SL Malinga
660,2018,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,field,Royal Challengers Bangalore,19,0,DJ Bravo
661,2018,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,bat,Rajasthan Royals,27,0,YS Chahal
662,2018,Arun,Arun Jaitley Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Delhi Capitals,0,8,R Ashwin
663,2018,Eden,Eden Gardens,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,0,8,DJ Bravo
664,2018,Wankhede,Wankhede Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,0,7,AB de Villiers
665,2018,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,6,HH Pandya
666,2018,Arun,Arun Jaitley Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,Chennai Super Kings,76,0,JJ Bumrah
667,2018,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,2,0,DJ Bravo
668,2018,Punjab,Punjab Cricket Association Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Chennai Super Kings,0,5,V Kohli
669,2018,BRSABV,BRSABV Ekana Cricket Stadium,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,bat,Chennai Super Kings,77,0,DA Warner
670,2018,M,M Chinnaswamy Stadium,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,field,Royal Challengers Bangalore,15,0,RR Pant
671,2018,MA,MA Chidambaram Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,0,7,SK Raina
672,2018,MA,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,0,1,SK Raina
673,2018,MA,MA Chidambaram Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,79,0,YS Chahal
674,2018,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Chennai Super Kings,Punjab Kings,field,Chennai Super Kings,0,4,B Kumar
675,2018,Arun,Arun Jaitley Stadium,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,Delhi Capitals,0,8,MS Dhoni
676,2018,BRSABV,BRSABV Ekana Cricket Stadium,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Mumbai Indians,0,7,SL Malinga
677,2018,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,bat,Rajasthan Royals,50,0,PP Chawla
678,2018,Rajiv,Rajiv Gandhi Intl. Cricket Stadium,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,Sunrisers Hyderabad,0,1,Harbhajan Singh
679,2018,MA,MA Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,0,4,G Gambhir
680,2018,Arun,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Delhi Capitals,0,8,R Ashwin
681,2018,Eden,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Kolkata Knight Riders,63,0,HH Pandya
682,2018,Arun,Arun Jaitley Stadium,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Delhi Capitals,0,1,RG Sharma
683,2018,Wankhede,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,9,DA Warner
684,2018,M,M Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore,0,1,V Kohli
685,2018,Wankhede,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,Mumbai Indians,59,0,SP Narine
686,2018,BRSABV,BRSABV Ekana Cricket Stadium,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,field,Chennai Super Kings,9,0,AT Rayudu
687,2018,Sawai,Sawai Mansingh Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad,42,0,PP Chawla
688,2018,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,54,0,Harbhajan Singh
689,2018,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,Punjab Kings,18,0,DJ Bravo
690,2018,Wankhede,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,23,0,S Dhawan
691,2018,Punjab,Punjab Cricket Association Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Punjab Kings,0,9,KL Rahul
692,2018,M,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,39,0,V Kohli
693,2018,Narendra,Narendra Modi Stadium,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,bat,Gujarat Titans,80,0,KA Pollard
694,2018,Eden,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,Kolkata Knight Riders,61,0,SK Raina
695,2018,BRSABV,BRSABV Ekana Cricket Stadium,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,Mumbai Indians,0,5,RG Sharma
696,2018,MA,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,63,0,M Shami
697,2018,Punjab,Punjab Cricket Association Stadium,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,0,4,KL Rahul
698,2018,Eden,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,Kolkata Knight Riders,0,4,PP Chawla
699,2018,Wankhede,Wankhede Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,0,3,MS Dhoni
700,2018,Eden,Eden Gardens,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,Kolkata Knight Riders,43,0,B Kumar
701,2018,Wankhede,Wankhede Stadium,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,bat,Lucknow Super Giants,0,8,DJ Bravo
702,2018,Eden,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,74,0,S Dhawan
703,2018,Narendra,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,Gujarat Titans,field,Punjab Kings,0,5,R Ashwin
704,2018,BRSABV,BRSABV Ekana Cricket Stadium,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,bat,Kolkata Knight Riders,76,0,S Dhawan
705,2018,BRSABV,BRSABV Ekana Cricket Stadium,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,Mumbai Indians,55,0,HH Pandya
706,2018,Punjab,Punjab Cricket Association Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Chennai Super Kings,53,0,AM Rahane
